OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,IVF_Rate,Unstimulated_Rate,Gest_Rate,ICSI_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDTwinLBRate1,FshNDTwinLBRate2,FshNDTwinLBRate3,FshNDTwinLBRate4,FshNDTwinLBRate5,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankLTCycles1,TotBankLTCycles2,TotBankLTCycles3,TotBankLTCycles4,TotBankLTCycles5,FshDnrEggTotCycles,ThwDnrEggTotCycles,ThwDnrEmbTotCycles,DonatedEmbCycles,FshDnrEggTransfers,ThwDnrEggTransfers,ThwDnrEmbTransfers,DonatedEmbTransfers,FshDnrEggRate,ThwDnrEggRate,ThwDnrEmbRate,DonatedEmbRate,FshDnrEggImplant,ThwDnrEggImplant,ThwDnrEmbImplant,DonatedEmbImplant,FshDnrEggTransPregRate,ThwDnrEggTransPregRate,ThwDnrEmbTransPregRate,DonatedEmbTransPregRate,FshDnrEggLvBirths_TransRate,ThwDnrEggLvBirths_TransRate,ThwDnrEmbLvBirths_TransRate,DonatedEmbLvBirths_TransRate,FshDnrEggSnglLB_TransRate,ThwDnrEggSnglLB_TransRate,ThwDnrEmbSnglLB_TransRate,DonatedEmbSnglLB_TransRate,FshDnrEggTwinLvBirths_TransRate,ThwDnrEggTwinLvBirths_TransRate,ThwDnrEmbTwinLvBirths_TransRate,DonatedEmbTwinLvBirths_TransRate,FshDnrEggHealthSnglLB_TransRate,ThwDnrEggSngLB_TransRate,ThwDnrEmbSngLB_TransRate,DonatedEmbSngLB_TransRate,ReorgOrClosedMessage,CurrClinNameAll,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
65,"REPRODUCTIVE PARTNERS-BEVERLY HILLS, REDONDO BEACH & WESTMINSTER",,REDONDO BEACH,CALIFORNIA,"1,953",15,"Bill Yee, MD",100%,3%,3%,65%,31%,5%,7%,26%,3%,4%,16%,32%,17%,6%,4%,51,71,96,79,58,13.7,31.0,36.5,26.6,25.9,26,30,29,27,16,1.7,2.3,2.5,3.0,3.9,34.8,0.0,8.0,0.0,0 / 15,29.4,15.5,9.4,13.9,5.2,25.5,12.7,4.2,7.6,3.4,21.6,12.7,4.2,7.6,3.4,3.9,0.0,0.0,0.0,0.0,17.6,9.9,2.1,5.1,3.4,44.2,16.7,10.9,10.4,6.5,57.7,36.7,31.0,40.7,3 / 16,50.0,30.0,13.8,22.2,2 / 16,42.3,30.0,13.8,22.2,2 / 16,7.7,0.0,0.0,0.0,0 / 16,34.6,23.3,6.9,14.8,2 / 16,225,189,155,61,37,196,171,133,54,32,0.9,0.8,0.6,0.4,0.5,1.3,1.4,1.4,1.7,1.8,56.1,52.6,35.9,33.0,17.0,64.3,62.6,52.6,53.7,34.4,55.1,55.6,39.8,38.9,21.9,48.0,48.5,39.1,35.2,21.9,6.6,6.4,0.8,3.7,0.0,42.3,42.1,33.1,29.6,21.9,194,193,208,118,64,37,50,56,11,2,10,38,86,5,5,34,74,4,1.2,1.5,1.3,2.0,5 / 5,48.9,44.7,2 / 8,5 / 5,64.7,54.1,2 / 4,4 / 5,50.0,37.8,2 / 4,4 / 5,41.2,32.4,2 / 4,0 / 5,8.8,5.4,0 / 4,4 / 5,35.3,24.3,1 / 4,,"Reproductive Partners-Beverly Hills, Redondo Beach & Westminster",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
66,NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER,,ROSEVILLE,CALIFORNIA,734,0,"Michael Murray, MD",100%,0%,2%,69%,16%,15%,16%,35%,12%,6%,49%,28%,6%,18%,36%,152,61,59,24,16,3.9,6.6,11.9,8.3,3 / 16,110,43,38,13,9,1.7,1.7,2.1,2.5,1.7,22.1,15.2,9.1,2 / 10,0 / 3,35.5,29.5,25.4,25.0,2 / 16,31.6,23.0,16.9,4.2,2 / 16,27.0,16.4,16.9,0.0,2 / 16,4.6,6.6,0.0,4.2,0 / 16,26.3,14.8,11.9,0.0,2 / 16,34.7,29.0,18.6,18.8,2 / 15,49.1,41.9,39.5,6 / 13,2 / 9,43.6,32.6,26.3,1 / 13,2 / 9,37.3,23.3,26.3,0 / 13,2 / 9,6.4,9.3,0.0,1 / 13,0 / 9,36.4,20.9,18.4,0 / 13,2 / 9,106,53,49,13,7,105,53,49,13,7,1.4,1.2,1.1,0.6,0.9,1.6,1.6,1.5,1.2,1.3,50.6,39.2,45.8,4 / 12,6 / 8,60.0,54.7,55.1,6 / 13,7 / 7,52.4,45.3,49.0,4 / 13,5 / 7,38.1,37.7,40.8,4 / 13,5 / 7,14.3,7.5,8.2,0 / 13,0 / 7,34.3,34.0,26.5,4 / 13,5 / 7,29,30,34,14,8,2,4,3,0,0,39,0,33,7,35,0,33,7,1.6,,1.5,1.7,52.9,,50.0,5 / 12,68.6,,54.5,3 / 7,54.3,,42.4,3 / 7,40.0,,30.3,1 / 7,14.3,,12.1,2 / 7,31.4,,30.3,1 / 7,,Northern California Fertility Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
67,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH-SACRAMENTO,,SACRAMENTO,CALIFORNIA,656,0,"Sae Sohn, MD",100%,0%,2%,53%,6%,10%,19%,24%,6%,6%,40%,9%,16%,8%,17%,239,104,91,26,13,1.3,5.8,11.0,0.0,0 / 13,198,91,74,24,13,1.3,1.5,1.8,2.0,2.0,58.0,38.6,11.5,0 / 18,3 / 11,49.0,49.0,38.5,42.3,3 / 13,39.3,38.5,30.8,30.8,1 / 13,34.7,33.7,25.3,30.8,1 / 13,4.6,4.8,5.5,0.0,0 / 13,31.0,27.9,19.8,30.8,1 / 13,49.2,45.1,32.1,25.5,15.4,59.1,56.0,47.3,45.8,3 / 13,47.5,44.0,37.8,33.3,1 / 13,41.9,38.5,31.1,33.3,1 / 13,5.6,5.5,6.8,0.0,0 / 13,37.4,31.9,24.3,33.3,1 / 13,69,39,23,2,2,66,39,21,2,2,1.1,1.7,1.4,0.5,0.7,1.3,1.3,1.5,1.0,2.5,58.3,63.3,45.2,1 / 1,1 / 5,62.1,74.4,66.7,2 / 2,1 / 2,48.5,61.5,66.7,1 / 2,0 / 2,42.4,56.4,66.7,1 / 2,0 / 2,6.1,5.1,0.0,0 / 2,0 / 2,39.4,48.7,52.4,1 / 2,0 / 2,15,6,9,3,1,3,0,2,0,0,7,0,7,0,7,0,7,0,1.3,,1.3,,6 / 9,,5 / 9,,5 / 7,,4 / 7,,5 / 7,,2 / 7,,5 / 7,,1 / 7,,0 / 7,,1 / 7,,4 / 7,,0 / 7,,,Kaiser Permanente Center for Reproductive Health-Sacramento,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
68,FERTILITY SPECIALISTS MEDICAL GROUP,,SAN DIEGO,CALIFORNIA,529,2,"Arlene J. Morales, MD",100%,0%,3%,75%,34%,14%,12%,41%,4%,9%,43%,8%,5%,7%,23%,31,26,17,11,3,9.7,26.9,4 / 17,5 / 11,2 / 3,9,8,5,3,1,1.3,1.8,2.0,1.7,4.0,5 / 8,2 / 7,0 / 4,0 / 1,0 / 1,9.7,19.2,1 / 17,0 / 11,0 / 3,9.7,15.4,1 / 17,0 / 11,0 / 3,6.5,15.4,0 / 17,0 / 11,0 / 3,3.2,0.0,1 / 17,0 / 11,0 / 3,0.0,15.4,0 / 17,0 / 11,0 / 3,4 / 12,4 / 11,2 / 10,0 / 5,0 / 4,3 / 9,5 / 8,1 / 5,0 / 3,0 / 1,3 / 9,4 / 8,1 / 5,0 / 3,0 / 1,2 / 9,4 / 8,0 / 5,0 / 3,0 / 1,1 / 9,0 / 8,1 / 5,0 / 3,0 / 1,0 / 9,4 / 8,0 / 5,0 / 3,0 / 1,92,58,32,7,3,92,58,30,7,3,1.2,1.1,0.6,0.4,0.3,1.2,1.3,1.3,1.0,1.3,49.0,34.7,33.3,4 / 7,1 / 2,56.5,41.4,33.3,4 / 7,2 / 3,47.8,34.5,23.3,2 / 7,1 / 3,44.6,34.5,16.7,2 / 7,1 / 3,3.3,0.0,6.7,0 / 7,0 / 3,39.1,31.0,16.7,2 / 7,1 / 3,51,42,46,20,8,4,11,4,0,0,9,12,48,11,8,11,48,11,1.1,1.4,1.3,1.5,5 / 9,6 / 15,43.5,7 / 17,4 / 8,6 / 11,54.2,5 / 11,2 / 8,6 / 11,35.4,5 / 11,1 / 8,6 / 11,31.3,5 / 11,1 / 8,0 / 11,4.2,0 / 11,1 / 8,5 / 11,25.0,5 / 11,,Fertility Specialists Medical Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
69,HANABUSA IVF,,SAN DIEGO,CALIFORNIA,311,0,"Lyndon Chang, MD",100%,20%,23%,78%,52%,15%,4%,22%,0%,6%,10%,69%,13%,31%,4%,1,1,4,8,10,0 / 1,0 / 1,0 / 4,2 / 8,1 / 10,1,1,1,2,3,1.0,2.0,1.0,1.5,1.7,1 / 1,0 / 1,,0 / 1,0 / 2,0 / 1,1 / 1,0 / 4,0 / 8,2 / 10,0 / 1,1 / 1,0 / 4,0 / 8,1 / 10,0 / 1,1 / 1,0 / 4,0 / 8,1 / 10,0 / 1,0 / 1,0 / 4,0 / 8,0 / 10,0 / 1,1 / 1,0 / 4,0 / 8,1 / 10,0 / 1,1 / 2,0 / 1,0 / 3,1 / 3,0 / 1,1 / 1,0 / 1,0 / 2,2 / 3,0 / 1,1 / 1,0 / 1,0 / 2,1 / 3,0 / 1,1 / 1,0 / 1,0 / 2,1 / 3,0 / 1,0 / 1,0 / 1,0 / 2,0 / 3,0 / 1,1 / 1,0 / 1,0 / 2,1 / 3,14,8,11,7,6,11,7,7,7,3,0.8,0.3,0.2,0.1,0.0,1.1,1.1,1.0,1.3,1.0,2 / 11,4 / 8,4 / 6,2 / 8,1 / 2,3 / 11,4 / 7,4 / 7,2 / 7,2 / 3,2 / 11,4 / 7,3 / 7,2 / 7,1 / 3,2 / 11,4 / 7,2 / 7,2 / 7,1 / 3,0 / 11,0 / 7,1 / 7,0 / 7,0 / 3,2 / 11,3 / 7,1 / 7,2 / 7,1 / 3,14,21,41,59,93,2,3,4,4,4,1,0,12,0,0,0,12,0,,,1.0,,,,6 / 11,,,,7 / 12,,,,6 / 12,,,,6 / 12,,,,0 / 12,,,,5 / 12,,,Hanabusa IVF,Yes,No,Yes,Yes,Yes,Yes,No,Yes,0,CA
70,NAVAL MEDICAL CENTER SAN DIEGO INFERTILITY CLINIC,,SAN DIEGO,CALIFORNIA,266,0,"Larry R. Laufer, MD",100%,2%,<1%,99%,4%,23%,18%,6%,8%,<1%,28%,8%,16%,5%,2%,62,30,19,8,0,1.6,0.0,1 / 19,0 / 8,,34,22,9,3,0,1.4,1.7,1.8,2.3,,51.6,27.3,1 / 8,0 / 2,,33.9,40.0,4 / 19,0 / 8,,24.2,23.3,2 / 19,0 / 8,,19.4,20.0,1 / 19,0 / 8,,4.8,3.3,1 / 19,0 / 8,,19.4,16.7,1 / 19,0 / 8,,53.2,36.8,5 / 16,0 / 7,,61.8,54.5,4 / 9,0 / 3,,44.1,31.8,2 / 9,0 / 3,,35.3,27.3,1 / 9,0 / 3,,8.8,4.5,1 / 9,0 / 3,,35.3,22.7,1 / 9,0 / 3,,92,34,10,4,3,89,33,9,3,3,3.7,3.7,3.0,3.0,,1.4,1.4,1.7,1.7,1.7,46.8,52.2,10 / 15,2 / 5,3 / 5,55.1,54.5,8 / 9,2 / 3,2 / 3,38.2,39.4,7 / 9,2 / 3,1 / 3,32.6,33.3,5 / 9,2 / 3,0 / 3,5.6,6.1,2 / 9,0 / 3,1 / 3,23.6,21.2,4 / 9,2 / 3,0 / 3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,1.0,1.0,,,1 / 1,0 / 1,,,1 / 1,0 / 1,,,0 / 1,0 / 1,,,0 / 1,0 / 1,,,0 / 1,0 / 1,,,0 / 1,0 / 1,,Naval Medical Center San Diego Infertility Clinic,No,No,Yes,Yes,Yes,Yes,No,Yes,0,CA
71,REPRODUCTIVE SCIENCES MEDICAL CENTER,,SAN DIEGO,CALIFORNIA,432,3,"Samuel H. Wood, MD, PhD",100%,0%,44%,79%,92%,2%,4%,6%,0%,9%,22%,68%,7%,4%,11%,2,0,3,3,3,0 / 2,,0 / 3,1 / 3,1 / 3,0,0,1,0,1,,,2.0,,2.0,,,0 / 1,,0 / 1,0 / 2,,1 / 3,0 / 3,0 / 3,0 / 2,,1 / 3,0 / 3,0 / 3,0 / 2,,1 / 3,0 / 3,0 / 3,0 / 2,,0 / 3,0 / 3,0 / 3,0 / 2,,1 / 3,0 / 3,0 / 3,,,2 / 2,,0 / 2,,,1 / 1,,0 / 1,,,1 / 1,,0 / 1,,,1 / 1,,0 / 1,,,0 / 1,,0 / 1,,,1 / 1,,0 / 1,46,22,17,9,6,46,22,17,9,5,0.6,0.5,0.4,0.3,0.1,1.6,1.4,1.5,1.0,1.4,31.4,66.7,30.4,5 / 8,1 / 7,43.5,72.7,7 / 17,5 / 9,1 / 5,34.8,59.1,4 / 17,3 / 9,0 / 5,32.6,40.9,4 / 17,3 / 9,0 / 5,2.2,18.2,0 / 17,0 / 9,0 / 5,19.6,31.8,4 / 17,3 / 9,0 / 5,71,48,45,35,75,2,4,1,1,8,3,3,38,0,3,0,37,0,2.0,,1.4,,2 / 6,,44.0,,1 / 3,,45.9,,0 / 3,,40.5,,0 / 3,,35.1,,0 / 3,,5.4,,0 / 3,,27.0,,,Reproductive Sciences Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
72,SAN DIEGO FERTILITY CENTER,,SAN DIEGO,CALIFORNIA,"1,749",3,"Sandy Chuan, MD",100%,3%,16%,75%,38%,10%,19%,64%,8%,19%,32%,26%,4%,31%,26%,76,39,63,33,23,13.2,15.4,25.4,18.2,26.1,20,20,20,5,1,1.7,2.0,1.7,2.0,3.0,4 / 17,0 / 17,2 / 14,2 / 5,0 / 1,10.5,15.4,12.7,0.0,0.0,9.2,12.8,7.9,0.0,0.0,7.9,10.3,7.9,0.0,0.0,1.3,2.6,0.0,0.0,0.0,6.6,10.3,4.8,0.0,0.0,29.4,18.9,28.1,0 / 10,0 / 3,40.0,30.0,40.0,0 / 5,0 / 1,35.0,25.0,25.0,0 / 5,0 / 1,30.0,20.0,25.0,0 / 5,0 / 1,5.0,5.0,0.0,0 / 5,0 / 1,25.0,20.0,15.0,0 / 5,0 / 1,207,104,95,33,17,187,95,79,32,14,1.0,0.7,0.6,0.4,0.1,1.6,1.5,1.6,1.5,1.4,41.9,39.2,37.1,23.9,5 / 18,53.5,48.4,53.2,34.4,5 / 14,42.8,43.2,43.0,28.1,2 / 14,33.7,36.8,35.4,25.0,2 / 14,9.1,6.3,7.6,3.1,0 / 14,27.8,30.5,30.4,18.8,2 / 14,148,126,105,64,109,17,17,11,9,5,90,5,396,13,70,3,355,12,1.7,1.7,1.6,1.8,54.5,3 / 5,36.5,7 / 18,65.7,2 / 3,50.1,7 / 12,57.1,1 / 3,39.4,5 / 12,32.9,0 / 3,29.0,4 / 12,24.3,1 / 3,10.4,1 / 12,28.6,0 / 3,22.5,4 / 12,,San Diego Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
73,LAUREL FERTILITY CARE,,SAN FRANCISCO,CALIFORNIA,322,1,"Collin B. Smikle, MD",100%,0%,3%,72%,25%,12%,22%,20%,4%,10%,24%,8%,23%,8%,11%,37,14,7,7,5,0.0,0 / 14,1 / 7,1 / 7,0 / 5,32,10,5,4,4,1.5,1.8,2.0,2.5,3.8,43.3,1 / 9,0 / 5,1 / 3,0 / 3,40.5,6 / 14,0 / 7,1 / 7,0 / 5,32.4,4 / 14,0 / 7,1 / 7,0 / 5,29.7,3 / 14,0 / 7,1 / 7,0 / 5,2.7,1 / 14,0 / 7,0 / 7,0 / 5,24.3,2 / 14,0 / 7,1 / 7,0 / 5,36.7,7 / 16,0 / 10,1 / 10,0 / 15,46.9,6 / 10,0 / 5,1 / 4,0 / 4,37.5,4 / 10,0 / 5,1 / 4,0 / 4,34.4,3 / 10,0 / 5,1 / 4,0 / 4,3.1,1 / 10,0 / 5,0 / 4,0 / 4,28.1,2 / 10,0 / 5,1 / 4,0 / 4,52,32,30,15,4,49,28,29,14,3,1.4,1.0,0.8,1.3,1.0,1.5,1.5,1.2,1.2,1.3,57.1,45.0,45.5,8 / 17,2 / 4,63.3,53.6,51.7,8 / 14,2 / 3,53.1,46.4,34.5,7 / 14,1 / 3,34.7,35.7,31.0,7 / 14,1 / 3,16.3,10.7,3.4,0 / 14,0 / 3,30.6,32.1,27.6,4 / 14,1 / 3,20,26,35,8,3,6,10,13,1,1,3,3,18,2,3,3,17,2,2.0,2.3,1.2,1.5,0 / 4,3 / 7,10 / 19,0 / 1,1 / 3,2 / 3,9 / 17,1 / 2,0 / 3,2 / 3,7 / 17,0 / 2,0 / 3,1 / 3,5 / 17,0 / 2,0 / 3,1 / 3,2 / 17,0 / 2,0 / 3,0 / 3,4 / 17,0 / 2,,Laurel Fertility Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
74,PACIFIC FERTILITY CENTER,,SAN FRANCISCO,CALIFORNIA,"2,056",4,"Philip E. Chenette, MD",100%,0%,6%,35%,61%,5%,14%,51%,7%,11%,27%,22%,14%,20%,19%,28,23,37,35,32,14.3,43.5,45.9,28.6,46.9,20,8,9,9,5,1.2,1.3,1.8,2.8,2.0,80.0,5 / 7,1 / 7,1 / 7,0 / 3,35.7,8.7,13.5,5.7,6.3,28.6,4.3,5.4,0.0,6.3,28.6,0.0,5.4,0.0,6.3,0.0,4.3,0.0,0.0,0.0,28.6,0.0,5.4,0.0,6.3,36.4,3 / 10,3 / 13,12.0,2 / 10,50.0,2 / 8,5 / 9,2 / 9,2 / 5,40.0,1 / 8,2 / 9,0 / 9,2 / 5,40.0,0 / 8,2 / 9,0 / 9,2 / 5,0.0,1 / 8,0 / 9,0 / 9,0 / 5,40.0,0 / 8,2 / 9,0 / 9,2 / 5,177,160,166,74,43,168,146,158,69,40,0.7,0.6,0.6,0.6,0.4,1.0,1.0,1.0,1.1,1.1,62.0,64.7,54.8,51.4,41.5,60.7,64.4,57.6,56.5,47.5,55.4,53.4,53.2,44.9,30.0,51.2,50.0,52.5,42.0,30.0,4.2,3.4,0.6,2.9,0.0,45.8,46.6,46.8,39.1,30.0,214,243,274,113,105,107,148,136,33,16,12,26,288,2,11,26,264,2,1.1,1.3,1.1,1.0,6 / 11,40.6,46.7,1 / 2,7 / 11,46.2,51.5,1 / 2,5 / 11,38.5,39.8,1 / 2,5 / 11,30.8,37.9,1 / 2,0 / 11,7.7,1.9,0 / 2,3 / 11,26.9,29.9,1 / 2,,Pacific Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
75,SPRING FERTILITY,,SAN FRANCISCO,CALIFORNIA,218,0,"Nam D. Tran, MD, PhD",100%,0%,2%,75%,31%,11%,2%,0%,7%,7%,22%,42%,18%,2%,7%,6,6,6,5,4,0 / 6,1 / 6,0 / 6,0 / 5,0 / 4,4,5,4,3,1,1.5,2.4,2.5,5.0,2.0,2 / 4,0 / 5,0 / 3,0 / 3,0 / 1,3 / 6,4 / 6,0 / 6,1 / 5,0 / 4,3 / 6,4 / 6,0 / 6,1 / 5,0 / 4,1 / 6,4 / 6,0 / 6,1 / 5,0 / 4,2 / 6,0 / 6,0 / 6,0 / 5,0 / 4,1 / 6,4 / 6,0 / 6,1 / 5,0 / 4,5 / 6,4 / 12,0 / 10,1 / 15,0 / 2,3 / 4,4 / 5,0 / 4,1 / 3,0 / 1,3 / 4,4 / 5,0 / 4,1 / 3,0 / 1,1 / 4,4 / 5,0 / 4,1 / 3,0 / 1,2 / 4,0 / 5,0 / 4,0 / 3,0 / 1,1 / 4,4 / 5,0 / 4,1 / 3,0 / 1,11,8,5,1,2,11,8,5,1,2,0.1,0.2,0.2,0.1,0.2,1.0,1.4,1.0,4.0,4.5,5 / 11,5 / 11,4 / 5,0 / 4,0 / 9,5 / 11,5 / 8,4 / 5,0 / 1,0 / 2,5 / 11,5 / 8,4 / 5,0 / 1,0 / 2,5 / 11,5 / 8,4 / 5,0 / 1,0 / 2,0 / 11,0 / 8,0 / 5,0 / 1,0 / 2,5 / 11,5 / 8,4 / 5,0 / 1,0 / 2,79,40,26,9,9,66,35,20,7,5,1,0,0,0,1,0,0,0,1.0,,,,1 / 1,,,,1 / 1,,,,0 / 1,,,,0 / 1,,,,0 / 1,,,,0 / 1,,,,,Spring Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
76,UCSF CENTER FOR REPRODUCTIVE HEALTH,,SAN FRANCISCO,CALIFORNIA,"2,612",16,"Marcelle I. Cedars, MD",100%,<1%,3%,61%,17%,8%,5%,48%,3%,2%,16%,15%,17%,6%,6%,191,172,272,162,99,11.5,16.9,19.9,23.5,27.3,134,113,164,84,52,1.4,1.6,2.5,3.4,3.9,59.7,40.0,6.2,0.0,0.0,38.7,35.5,27.6,13.6,7.1,34.0,28.5,19.9,8.6,4.0,31.4,23.3,15.4,8.0,3.0,2.6,5.2,4.0,0.6,1.0,27.2,19.2,13.2,5.6,2.0,44.5,41.2,22.4,8.4,4.2,55.2,54.0,45.7,26.2,13.5,48.5,43.4,32.9,16.7,7.7,44.8,35.4,25.6,15.5,5.8,3.7,8.0,6.7,1.2,1.9,38.8,29.2,22.0,10.7,3.8,137,152,198,94,74,130,136,186,82,66,0.5,0.5,0.7,0.6,0.7,1.3,1.4,1.5,1.8,3.6,54.4,46.4,38.7,30.8,10.9,61.5,57.4,54.3,56.1,37.9,52.3,46.3,47.3,46.3,25.8,45.4,41.2,44.1,45.1,24.2,6.9,5.1,3.2,1.2,1.5,39.2,33.1,36.6,35.4,19.7,203,220,224,117,75,126,150,98,29,24,63,17,121,5,48,16,119,5,1.2,1.2,1.2,1.0,64.7,7 / 18,50.4,2 / 5,70.8,8 / 16,55.5,2 / 5,56.3,6 / 16,43.7,2 / 5,50.0,6 / 16,39.5,2 / 5,6.3,0 / 16,4.2,0 / 5,31.3,5 / 16,30.3,2 / 5,,UCSF Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,CA
