OrderID,CurrClinNameAll,ClinCityCode,state_code,MedicalDirector,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,state_code,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,ClinStateCode,state_code
267,"North Hudson IVF, Center for Fertility and Gynecology",ENGLEWOOD CLIFFS,NJ,"Jane E. Miller, MD",,,,,,,,,,,1 / 5,1 / 3,1 / 3,0 / 2,,0 / 5,1 / 3,1 / 3,0 / 2,,NJ,0,0,0,0,0,,5,3,3,2,0,Yes,No,Yes,Yes,Yes,Yes,No,NEW JERSEY,NJ
268,"University Reproductive Associates, PC",HASBROUCK HEIGHTS,NJ,"Peter G. McGovern, MD",38.5,44.7,12.1,14.8,1 / 17,25.6,26.3,6.1,7.4,0 / 17,31.7,40.6,37.5,0 / 10,1 / 6,19,31.3,34.4,0 / 10,1 / 6,NJ,78,38,33,27,17,,63,32,32,10,6,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
269,"Shore Institute for Reproductive Medicine, dba Morgan Fertility and Reproductive Medicine",LAKEWOOD,NJ,"Allen Morgan, MD",52.2,6 / 14,2 / 10,0 / 4,0 / 6,30.4,3 / 14,2 / 10,0 / 4,0 / 6,4 / 11,0 / 5,1 / 5,,,4 / 11,0 / 5,1 / 5,,,NJ,23,14,10,4,6,,11,5,5,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
270,"Delaware Valley OBGYN & Infertility Group, PC, Princeton IVF",LAWRENCEVILLE,NJ,"Seth G. Derman, MD",40.7,6 / 15,5 / 11,1 / 4,0 / 2,18.5,3 / 15,3 / 11,1 / 4,0 / 2,2 / 5,1 / 9,1 / 2,,,0 / 5,1 / 9,1 / 2,,,NJ,27,15,11,4,2,,5,9,2,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
271,"Institute for Reproductive Medicine and Science, Saint Barnabas Medical Center",LIVINGSTON,NJ,"Margaret G. Garrisi, MD",39.7,31.3,25.7,7,11.1,30.5,20.8,20.3,4.7,11.1,45.7,43.1,51.1,42.3,3 / 7,41,39,40.9,42.3,3 / 7,NJ,141,96,74,43,27,,188,123,88,26,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
272,Delaware Valley Institute of Fertility and Genetics,MARLTON,NJ,"George S. Taliadouros, MD",25.9,5 / 16,5 / 17,1 / 3,1 / 2,7.4,2 / 16,3 / 17,1 / 3,1 / 2,8 / 15,2 / 10,2 / 8,,0 / 2,6 / 15,1 / 10,2 / 8,,0 / 2,NJ,27,16,17,3,2,,15,10,8,0,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
273,South Jersey Fertility Center,MARLTON,NJ,"Robert A. Skaf, MD",40.8,47.1,28,3 / 12,1 / 5,26.3,23.5,8,2 / 12,1 / 5,46.8,51.3,43.8,2 / 14,2 / 4,37.9,41,37.5,2 / 14,2 / 4,NJ,76,34,25,12,5,,124,39,32,14,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
274,Diamond Institute for Infertility and Menopause,MILLBURN,NJ,"Matan Yemini, MD",47.5,41.4,38.5,1 / 4,2 / 3,8.2,0,7.7,0 / 4,0 / 3,49.2,34.8,5 / 18,3 / 9,3 / 8,4.9,8.7,2 / 18,1 / 9,2 / 8,NJ,61,29,26,4,3,,61,23,18,9,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
275,"Cooper Institute for Reproductive Hormonal Disorders, PC",MOUNT LAUREL,NJ,"Jerome H. Check, MD, PhD",43.6,26.3,25.6,9.7,0,25.6,18.4,20.9,9.7,0,30.8,35.1,36,4 / 15,0 / 9,16.9,18.9,28,4 / 15,0 / 9,NJ,78,38,43,31,38,,65,37,25,15,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
276,Valley Hospital Fertility Center,PARAMUS,NJ,"Ali Nasseri, MD, PhD",57.1,37.9,3 / 15,1 / 9,0 / 7,40,20.7,2 / 15,1 / 9,0 / 7,60.4,47.7,45,7 / 11,1 / 2,45.8,40.9,30,5 / 11,1 / 2,NJ,35,29,15,9,7,,48,44,20,11,2,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
277,Damien Fertility Partners,SHREWSBURY,NJ,"Miguel Damien, MD",69.8,40.9,20.8,2 / 8,1 / 8,32.1,22.7,12.5,2 / 8,1 / 8,57.4,11 / 15,52.4,3 / 9,1 / 2,46.3,6 / 15,38.1,2 / 9,1 / 2,NJ,53,22,24,8,8,,54,15,21,9,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
278,"Center for Reproductive Medicine and Fertility, Louis R. Manara, DO",VOORHEES,NJ,"Louis R. Manara, DO",3 / 10,1 / 4,0 / 4,0 / 4,,2 / 10,1 / 4,0 / 4,0 / 4,,46.3,50,57.1,1 / 2,0 / 6,44.4,34.6,47.6,1 / 2,0 / 6,NJ,10,4,4,4,0,,54,26,21,2,6,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
279,Fertility Institute of New Jersey and New York,WESTWOOD,NJ,"Zalman Levine, MD",6 / 16,3 / 13,4 / 11,0 / 5,0 / 3,4 / 16,2 / 13,4 / 11,0 / 5,0 / 3,70,53.8,57.1,2 / 3,0 / 1,42,23.1,33.3,2 / 3,0 / 1,NJ,16,13,11,5,3,,50,26,21,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
280,"Caperton Fertility Institute, LLC",ALBUQUERQUE,NM,"Charles L. Caperton, MD",1 / 1,1 / 1,,,,1 / 1,1 / 1,,,,6 / 19,2 / 3,2 / 8,,0 / 1,4 / 19,0 / 3,1 / 8,,0 / 1,NM,1,1,0,0,0,,19,3,8,0,1,Yes,Yes,Yes,Yes,Yes,Yes,No,NEW MEXICO,NM
281,"The Fertility Center of New Mexico, LLC",ALBUQUERQUE,NM,"Douglas J. Thompson, MD",1 / 6,1 / 3,,0 / 1,0 / 1,0 / 6,0 / 3,,0 / 1,0 / 1,45.2,4 / 16,8 / 12,2 / 7,1 / 3,25.8,2 / 16,4 / 12,1 / 7,0 / 3,NM,6,3,0,1,1,,31,16,12,7,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW MEXICO,NM
282,Genesis Fertility & Reproductive Medicine,BROOKLYN,NY,"Richard V. Grazi, MD",37.8,37.1,13.9,1 / 18,2 / 15,28.4,31.4,11.1,0 / 18,2 / 15,39.1,37.7,33.3,3 / 13,8.3,25.8,31.9,24.2,2 / 13,8.3,NY,74,35,36,18,15,,128,69,33,13,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
283,Kofinas Fertility Group,BROOKLYN,NY,"George D. Kofinas, MD",6 / 12,6 / 12,20,17.4,1 / 15,3 / 12,5 / 12,10,17.4,1 / 15,50.8,52.3,37.5,6 / 16,1 / 9,42.6,34.1,25,3 / 16,1 / 9,NY,12,12,20,23,15,,61,44,32,16,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
284,"Infertility & IVF Medical Associates of Western New York, PLLC, dba Buffalo IVF",BUFFALO,NY,"Adam M. Griffin, MD",36.8,31.1,14.3,10.3,0 / 9,20,20.3,12.5,6.9,0 / 9,35.6,23.5,2 / 11,0 / 1,,30.5,20.6,2 / 11,0 / 1,,NY,155,74,56,29,9,,59,34,11,1,0,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
285,"Hudson Valley Fertility, PLLC",FISHKILL,NY,"Daniel W. Levine, MD",24.3,4 / 14,3 / 19,1 / 6,0 / 9,10.8,2 / 14,2 / 19,1 / 6,0 / 9,43.3,6 / 17,3 / 17,2 / 5,0 / 7,33.3,3 / 17,2 / 17,1 / 5,0 / 7,NY,37,14,19,6,9,,30,17,17,5,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
286,The New York Fertility Center,FLUSHING,NY,"Tony Tsai, MD",22.6,20.6,3.8,9.1,4,8.1,8.8,3.8,9.1,0,4 / 18,3 / 14,2 / 11,0 / 7,0 / 9,2 / 18,1 / 14,1 / 11,0 / 7,0 / 9,NY,62,34,26,22,25,,18,14,11,7,9,Yes,No,Yes,Yes,Yes,No,No,NEW YORK,NY
287,Montefiore's Institute for Reproductive Medicine and Health,HARTSDALE,NY,"Harry J. Lieman, MD",52.2,6 / 13,3 / 18,0 / 8,0 / 5,26.1,4 / 13,3 / 18,0 / 8,0 / 5,51.9,8 / 12,11 / 17,0 / 5,1 / 5,22.2,5 / 12,10 / 17,0 / 5,1 / 5,NY,23,13,18,8,5,,27,12,17,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
288,New York Reproductive Wellness,JERICHO,NY,"Gregory Zapantis, MD",35,7 / 16,3 / 13,1 / 5,0 / 4,35,6 / 16,2 / 13,0 / 5,0 / 4,4 / 16,47.6,6 / 16,2 / 8,0 / 7,3 / 16,28.6,5 / 16,2 / 8,0 / 7,NY,20,16,13,5,4,,16,21,16,8,7,Yes,Yes,Yes,Yes,Yes,Yes,No,NEW YORK,NY
289,"Boston IVF, The Albany Center",LOUDONVILLE,NY,"Steven Bayer, MD",29.8,35.7,32.1,0 / 4,0 / 2,24.6,35.7,14.3,0 / 4,0 / 2,29.3,35.5,4 / 12,1 / 3,,22,22.6,4 / 12,1 / 3,,NY,57,28,28,4,2,,41,31,12,3,0,Yes,No,Yes,No,Yes,No,Yes,NEW YORK,NY
290,Northwell Health Fertility,MANHASSET,NY,"Christine M. Mullin, MD",34.4,25.3,22.6,17.9,0,27.2,15.4,18.9,14.3,0,50,44.5,35,33.3,6 / 16,41.9,32.1,26.5,22.2,4 / 16,NY,125,91,53,28,24,,234,137,117,45,16,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
291,Long Island IVF,MELVILLE,NY,"Daniel Kenigsberg, MD",36.1,33.3,26.2,18.2,4.4,23.2,25.3,16.7,7.3,2.2,27.1,42.3,26.9,14.8,4.5,19.4,33.3,19.4,7.4,4.5,NY,194,99,84,55,45,,155,78,93,27,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
292,Reproductive Specialists of New York,MINEOLA,NY,"James R. Stelling, MD",32.6,33.8,30.6,12.8,8.5,23.5,19.1,19.4,12.8,6.4,35.1,33.9,31.1,23.5,20,20.3,22,20.8,17.6,20,NY,132,68,72,47,47,,202,118,106,51,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
293,Westchester Reproductive Medicine,MOUNT KISCO,NY,"Rachel A. Bennett, MD",0 / 7,1 / 2,,1 / 5,0 / 3,0 / 7,0 / 2,,1 / 5,0 / 3,5 / 7,0 / 5,1 / 4,,,3 / 7,0 / 5,1 / 4,,,NY,7,2,0,5,3,,7,5,4,0,0,Yes,No,Yes,Yes,Yes,No,Yes,NEW YORK,NY
294,"Advanced Fertility Services, PC",NEW YORK,NY,"Hugh D. Melnick, MD",1 / 2,0 / 3,,0 / 1,0 / 4,1 / 2,0 / 3,,0 / 1,0 / 4,1 / 7,0 / 1,0 / 2,,,1 / 7,0 / 1,0 / 2,,,NY,2,3,0,1,4,,7,1,2,0,0,No,Yes,Yes,Yes,Yes,Yes,No,NEW YORK,NY
295,CCRM New York,NEW YORK,NY,"Janet M. Choi, MD",,,,,,,,,,,2 / 11,2 / 4,1 / 1,1 / 2,1 / 1,0 / 11,1 / 4,1 / 1,1 / 2,1 / 1,NY,0,0,0,0,0,,11,4,1,2,1,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
296,Center for Human Reproduction (CHR),NEW YORK,NY,"Norbert Gleicher, MD",21.2,11.5,12.9,9.3,4.8,15.2,3.8,12.9,9.3,1.9,7 / 19,4 / 19,2 / 6,3 / 7,2 / 7,5 / 19,3 / 19,2 / 6,3 / 7,2 / 7,NY,33,26,31,43,105,,19,19,6,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
297,Chelsea Fertility NYC,NEW YORK,NY,"Paul Gindoff, MD",8 / 13,1 / 2,3 / 9,0 / 2,0 / 4,7 / 13,0 / 2,3 / 9,0 / 2,0 / 4,35,5 / 12,1 / 4,2 / 5,,25,5 / 12,0 / 4,1 / 5,,NY,13,2,9,2,4,,20,12,4,5,0,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
298,Columbia University Center for Women's Reproductive Care,NEW YORK,NY,"Eric J. Forman, MD",26.8,24.1,26.4,12.5,0,15.9,18.1,19.4,12.5,0,38.8,28.8,27.8,41.7,3 / 13,33,22.5,20.8,33.3,3 / 13,NY,82,83,72,32,22,,103,80,72,36,13,Yes,Yes,Yes,Yes,Yes,No,Yes,NEW YORK,NY
299,"Libera Medical, PLLC",NEW YORK,NY,"Drew V. Tortoriello, MD",38.8,38.2,23.6,13.5,5,35.8,30.9,20,10.8,5,34.4,28.2,20.7,9.1,1 / 14,25.8,23.5,13.8,9.1,0 / 14,NY,67,55,55,37,20,,93,85,58,22,14,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
300,"Andrew Loucopoulos, MD, PhD",NEW YORK,NY,"Andrew L. Loucopoulos, MD, PhD",,,,,,,,,,,5 / 9,0 / 3,1 / 4,0 / 5,0 / 2,4 / 9,0 / 3,1 / 4,0 / 5,0 / 2,NY,0,0,0,0,0,,9,3,4,5,2,No,No,Yes,Yes,Yes,Yes,No,NEW YORK,NY
301,Manhattan Reproductive Medicine,NEW YORK,NY,"Hanna Jesionowska, MD",2 / 4,1 / 3,5 / 10,,0 / 2,0 / 4,1 / 3,3 / 10,,0 / 2,,,0 / 1,,,,,0 / 1,,,NY,4,3,10,0,2,,0,0,1,0,0,Yes,No,Yes,Yes,Yes,Yes,No,NEW YORK,NY
302,"Metropolitan Reproductive Medicine, PC",NEW YORK,NY,"Susan Lobel, MD",2 / 2,1 / 5,2 / 3,,0 / 4,1 / 2,1 / 5,1 / 3,,0 / 4,1 / 8,3 / 8,0 / 1,,,0 / 8,2 / 8,0 / 1,,,NY,2,5,3,0,4,,8,8,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,NEW YORK,NY
303,New Hope Fertility Center,NEW YORK,NY,"John Zhang, MD, PhD",37.5,3 / 19,4 / 13,0 / 13,2.2,22.5,1 / 19,3 / 13,0 / 13,2.2,58.3,52.4,45.3,34.4,13.4,41.7,39.2,32.8,27,9.8,NY,40,19,13,13,46,,206,143,192,122,246,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
304,New York Fertility Institute,NEW YORK,NY,"Majid Fateh, MD",,1 / 1,0 / 2,0 / 2,,,1 / 1,0 / 2,0 / 2,,16.7,1 / 4,3 / 10,0 / 2,0 / 2,16.7,1 / 4,3 / 10,0 / 2,0 / 2,NY,0,1,2,2,0,,24,4,10,2,2,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
305,"New York Fertility Services, PC",NEW YORK,NY,"Joel H. Batzofin, MD",3 / 17,1 / 15,1 / 9,0 / 3,0 / 4,1 / 17,0 / 15,0 / 9,0 / 3,0 / 4,0 / 9,1 / 12,1 / 8,0 / 1,,0 / 9,1 / 12,0 / 8,0 / 1,,NY,17,15,9,3,4,,9,12,8,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
306,Neway Medical,NEW YORK,NY,"Ralf Zimmermann, MD",36.8,37.5,34.5,7.4,0,30.3,27.5,20.7,7.4,0,45.5,38.1,38.2,4.3,6.7,31.8,33.3,32.4,4.3,3.3,NY,76,40,29,27,33,,66,42,34,23,30,Yes,No,Yes,Yes,Yes,No,Yes,NEW YORK,NY
307,Noble Fertility Center,NEW YORK,NY,"Peter L. Chang, MD",40.9,1 / 16,1 / 13,0 / 5,1 / 3,27.3,1 / 16,1 / 13,0 / 5,1 / 3,44.4,6 / 12,8 / 16,3 / 7,1 / 6,31.1,6 / 12,5 / 16,2 / 7,0 / 6,NY,22,16,13,5,3,,45,12,16,7,6,Yes,No,Yes,Yes,Yes,No,No,NEW YORK,NY
308,NYU Langone Fertility Center,NEW YORK,NY,"James A. Grifo, MD, PhD",46.4,41.9,13.2,3 / 18,4 / 19,37.5,25.8,7.5,3 / 18,3 / 19,55,56,58.9,58.4,40,49.1,47.6,52.2,45.5,28.3,NY,56,31,53,18,19,,220,166,224,77,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
309,"Offices for Fertility and Reproductive Medicine, PC",NEW YORK,NY,"Cecilia Schmidt-Sarosi, MD",,1 / 2,0 / 1,1 / 1,,,1 / 2,0 / 1,1 / 1,,4 / 13,2 / 16,0 / 2,0 / 4,0 / 2,3 / 13,1 / 16,0 / 2,0 / 4,0 / 2,NY,0,2,1,1,0,,13,16,2,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
310,"Reproductive Medicine Associates of New York, LLP",NEW YORK,NY,"Lawrence Grunfeld, MD",52.4,50.5,27.9,15.8,0,35.8,30.5,20.2,10.5,0,52,45.9,39.9,39.6,34.1,37.2,34,29.1,29.1,24.4,NY,229,105,104,57,43,,588,429,388,134,41,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
311,"Weill Cornell Medicine, Center for Reproductive Medicine",NEW YORK,NY,"Zev Rosenwaks, MD",44.3,38.8,28.9,18.6,4.7,32.1,24.7,18.7,12.9,4.4,46.6,39.9,37.8,42.6,19,33.3,31,26.9,31.5,16.5,NY,539,369,418,295,274,,363,313,275,108,79,Yes,No,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
312,Westmed Reproductive Services,PURCHASE,NY,"Martin D. Keltz, MD",53.8,9 / 15,9 / 17,1 / 8,1 / 12,38.5,6 / 15,7 / 17,0 / 8,1 / 12,14 / 18,7 / 13,3 / 4,1 / 2,,11 / 18,5 / 13,2 / 4,1 / 2,,NY,26,15,17,8,12,,18,13,4,2,0,Yes,No,Yes,Yes,Yes,No,Yes,NEW YORK,NY
313,"Rochester Fertility Care, PC",ROCHESTER,NY,"Rosalind A. Hayes, MD",4 / 5,,1 / 2,,,3 / 5,,1 / 2,,,45.5,5 / 7,3 / 7,,,31.8,5 / 7,2 / 7,,,NY,5,0,2,0,0,,22,7,7,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
314,Strong Fertility Center,ROCHESTER,NY,"John T. Queenan, MD",29.6,40,22,3 / 14,4 / 15,21.4,36.7,14,2 / 14,1 / 15,40.9,5 / 16,2 / 13,1 / 1,1 / 1,36.4,4 / 16,1 / 13,1 / 1,1 / 1,NY,98,30,50,14,15,,44,16,13,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
315,"Island Reproductive Services, PC",STATEN ISLAND,NY,"Eric S. Knochenhauer, MD",48.7,6 / 14,5 / 12,0 / 10,0 / 1,28.2,5 / 14,3 / 12,0 / 10,0 / 1,53.4,37.8,35.7,5 / 11,0 / 2,34,35.1,32.1,4 / 11,0 / 2,NY,39,14,12,10,1,,103,37,28,11,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
316,CNY Fertility Center,SYRACUSE,NY,"Robert J. Kiltz, MD",37.9,35.9,16.4,9.8,4.3,20.1,19.8,10.3,8.2,0,43,37.3,26.3,15,19.7,25.4,23.2,14.6,6.3,16.4,NY,512,192,146,61,70,,646,276,205,80,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
317,Westchester Fertility and Reproductive Endocrinology,WHITE PLAINS,NY,"Michael B. Blotner, MD",4 / 10,2 / 3,0 / 3,0 / 4,0 / 5,3 / 10,2 / 3,0 / 3,0 / 4,0 / 5,22.2,28,5 / 10,0 / 7,0 / 1,11.1,20,3 / 10,0 / 7,0 / 1,NY,10,3,3,4,5,,27,25,10,7,1,Yes,No,Yes,Yes,Yes,No,Yes,NEW YORK,NY
318,"Gold Coast IVF, Reproductive Medicine and Surgery Center",WOODBURY,NY,"Steven F. Palter, MD",63.8,36,35.7,1 / 10,0 / 5,36.2,20,35.7,1 / 10,0 / 5,39,50,5 / 11,2 / 7,0 / 2,19.5,38.5,5 / 11,2 / 7,0 / 2,NY,47,25,28,10,5,,41,26,11,7,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW YORK,NY
319,"North Carolina Center for Reproductive Medicine, The Talbert Fertility Institute",CARY,NC,"Sameh K. Toma, MD",1 / 1,1 / 1,,,,0 / 1,1 / 1,,,,55.7,59.5,46.4,3 / 11,4 / 8,34.2,29.7,17.9,2 / 11,3 / 8,NC,1,1,0,0,0,,79,37,28,11,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NORTH CAROLINA,NC
320,"Program for Assisted Reproduction at Carolinas Medical Center, CMC Women's Institute",CHARLOTTE,NC,"Bradley S. Hurst, MD",42,6 / 14,1 / 3,0 / 3,0 / 2,36,2 / 14,1 / 3,0 / 3,0 / 2,41.5,33.3,41.7,7 / 14,3 / 6,36.3,27.3,27.8,6 / 14,2 / 6,NC,50,14,3,3,2,,135,66,36,14,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NORTH CAROLINA,NC
321,Reproductive Endocrinology Associates of Charlotte,CHARLOTTE,NC,"Seth Katz, MD",39.6,21.6,22.9,2 / 16,0 / 8,23.1,13.7,17.1,2 / 16,0 / 8,54,52,48,5 / 17,2 / 11,36.4,36,38.7,4 / 17,2 / 11,NC,91,51,35,16,8,,176,75,75,17,11,Yes,No,Yes,Yes,Yes,Yes,Yes,NORTH CAROLINA,NC
322,"Duke Fertility Center, Duke University Medical Center",DURHAM,NC,"Jennifer L. Eaton, MD",45.8,30.4,23.1,0 / 8,2 / 2,37.5,26.1,23.1,0 / 8,1 / 2,39.7,33.3,5 / 17,0 / 1,1 / 6,32.9,28.6,5 / 17,0 / 1,1 / 6,NC,48,23,26,8,2,,73,21,17,1,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NORTH CAROLINA,NC
323,Womack Army Medical Center,FORT BRAGG,NC,"Jason Parker, DO",41.5,38.5,3 / 11,0 / 7,0 / 4,26.8,26.9,3 / 11,0 / 7,0 / 4,6 / 10,2 / 8,0 / 2,0 / 1,,0 / 10,0 / 8,0 / 2,0 / 1,,NC,41,26,11,7,4,,10,8,2,1,0,No,No,Yes,Yes,Yes,No,No,NORTH CAROLINA,NC
324,Advanced Reproductive Concepts,HUNTERSVILLE,NC,"Mark L. Jutras, MD",1 / 6,0 / 1,1 / 3,0 / 2,,0 / 6,0 / 1,0 / 3,0 / 2,,53.3,5 / 13,2 / 5,1 / 1,0 / 2,40,3 / 13,1 / 5,1 / 1,0 / 2,NC,6,1,3,2,0,,30,13,5,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NORTH CAROLINA,NC
325,"Atlantic Reproductive Medicine Specialists, PA",RALEIGH,NC,"Susannah D. Copland, MD",46.2,36.4,5 / 12,,0 / 2,34.6,27.3,4 / 12,,0 / 2,42.1,35,1 / 2,2 / 2,,34.2,25,1 / 2,2 / 2,,NC,26,22,12,0,2,,38,20,2,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NORTH CAROLINA,NC
326,"Carolina Conceptions, PA",RALEIGH,NC,"John K. Park, MD",63.6,35.5,34.8,0 / 4,0 / 4,41.3,22.6,13,0 / 4,0 / 4,50.7,43.1,51.4,7 / 9,4 / 8,35.1,31.9,35.1,5 / 9,4 / 8,NC,121,31,23,4,4,,134,72,37,9,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NORTH CAROLINA,NC
327,UNC Fertility,RALEIGH,NC,"Jennifer E. Mersereau, MD",44.6,48.8,22.2,3 / 7,0 / 2,36.1,29.3,14.8,2 / 7,0 / 2,60.4,37.1,48.3,6 / 8,0 / 2,50,30.6,20.7,4 / 8,0 / 2,NC,83,41,27,7,2,,96,62,29,8,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NORTH CAROLINA,NC
328,Carolinas Fertility Institute,WINSTON SALEM,NC,"Tamer M. Yalcinkaya, MD",59.7,53.8,2 / 8,,,19.4,23.1,1 / 8,,,44.9,66.7,63.3,5 / 11,1 / 3,22.4,29.2,30,4 / 11,0 / 3,NC,67,26,8,0,0,,49,24,30,11,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NORTH CAROLINA,NC
329,Wake Forest University Center for Reproductive Medicine,WINSTON SALEM,NC,"Erika B. Johnston-MacAnanny, MD",57.1,10 / 18,2 / 13,1 / 5,1 / 2,36.7,9 / 18,0 / 13,1 / 5,0 / 2,61.8,46.2,39.1,6 / 10,0 / 1,39.7,23.1,26.1,4 / 10,0 / 1,NC,49,18,13,5,2,,68,26,23,10,1,Yes,No,Yes,Yes,Yes,No,Yes,NORTH CAROLINA,NC
330,Sanford Health Reproductive Medicine Institute,FARGO,ND,"Steffen P. Christensen, MD",32.1,5 / 17,2 / 8,0 / 2,,28.6,4 / 17,2 / 8,0 / 2,,48.4,42.3,3 / 12,,,29,26.9,2 / 12,,,ND,28,17,8,2,0,,93,26,12,0,0,No,No,Yes,Yes,Yes,Yes,Yes,NORTH DAKOTA,ND
331,"Fertility Unlimited, Inc., Northeastern Ohio Fertility Center",AKRON,OH,"Nicholas J. Spirtos, DO",7 / 11,2 / 4,1 / 2,,0 / 1,3 / 11,0 / 4,1 / 2,,0 / 1,1 / 3,1 / 2,,,,0 / 3,1 / 2,,,,OH,11,4,2,0,1,,3,2,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
332,"Reproductive 
Gynecology & Infertility-Akron",AKRON,OH,"David M. Nash, MD",58.3,25,4 / 13,0 / 5,,37.5,25,2 / 13,0 / 5,,55,42.6,9 / 19,1 / 6,0 / 2,40.5,27.8,7 / 19,1 / 6,0 / 2,OH,48,24,13,5,0,,131,54,19,6,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
333,Cleveland Clinic Fertility Center,BEACHWOOD,OH,"Cynthia Austin, MD",57.9,46.8,51.6,2 / 9,1 / 1,41.1,27.7,35.5,2 / 9,1 / 1,58.4,46.5,56,6 / 12,1 / 7,45.6,34.3,42,5 / 12,1 / 7,OH,107,47,31,9,1,,149,99,50,12,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
334,University Hospitals Fertility Center,BEACHWOOD,OH,"James M. Goldfarb, MD",56.8,36.8,36.7,0 / 14,0 / 4,35.8,28.9,26.7,0 / 14,0 / 4,40.3,38.1,22.2,2 / 6,1 / 5,28.6,31,11.1,2 / 6,0 / 5,OH,95,38,30,14,4,,77,42,27,6,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
